Action,Brand Domain,Channel,Confident,Conversation ID,Created Date,Id,Input Conversation,Intent to annotate to,Matched Intent,Remarks,actual_domain,Remarks.1,created_date,intent_i_utterances,Intent_1,Intent_1_confidence,Domain_1,Intent_2,Domain_2,Intent_3,Domain_3,Intent_4,Domain_4,Intent_5,Domain_5,intent_0,confidence_0,domain_0,intent_1,confidence_1,domain_1,intent_2,confidence_2,domain_2,intent_3,domain_3,confidence_3,domain_4,confidence_4,intent_4,confidence_5,intent_5,domain_5,confidence_6,intent_6,domain_6,confidence_7,intent_7,domain_7,confidence_8,intent_8,domain_8,confidence_9,domain_9,intent_9,confidence_10,domain_10,intent_10,domain_11,intent_11,confidence_11,intent_12,confidence_12,domain_12,intent_13,confidence_13,domain_13,intent_14,confidence_14,domain_14,intent_15,domain_15,confidence_15,domain_16,intent_16,confidence_16,confidence_17,intent_17,domain_17
Click to Edit,IRIS,TEAMS,0.209534794,ac2a1f11-560c-11eb-b89f-7bb40353d3a5,2021-01-14 10:08:00,320778,Outlook ,microsoft_office_365.fail_to_launch_outlook,Unknown,"[{""intent"":""applications_systems.星展保險系統"",""confidence"":0.20953479409217834,""domain"":""IRIS""},{""intent"":""leave.can_i_take_leave"",""confidence"":0.3522396981716156,""domain"":""HIRI""},{""intent"":""applications_systems.聯徵報送平台"",""confidence"":0.1281387060880661,""domain"":""IRIS""},{""intent"":""medical.medical"",""confidence"":0.2655769884586334,""domain"":""HIRI""},{""intent"":""applications_systems.精誠電子帳單問題"",""confidence"":0.10684069991111755,""domain"":""IRIS""},{""intent"":""medical.premium_rates_for_dbs_group_medical_and_life_insurance_benefits"",""confidence"":0.1437450498342514,""domain"":""HIRI""}]",iris,None,2021-01-14,True,None,None,None,None,None,None,None,None,None,None,None,applications_systems.星展保險系統,0.20953479409217834,IRIS,leave.can_i_take_leave,0.3522396981716156,HIRI,applications_systems.聯徵報送平台,0.1281387060880661,IRIS,medical.medical,HIRI,0.2655769884586334,IRIS,0.10684069991111755,applications_systems.精誠電子帳單問題,0.1437450498342514,medical.premium_rates_for_dbs_group_medical_and_life_insurance_benefits,HIRI,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.387528896,ac2a1f11-560c-11eb-b89f-7bb40353d3a5,2021-01-14 10:05:00,320765,i need support for my outlook,microsoft_office_365.outlook_fix,Unknown,"[{""intent"":""general_enquiry.contact_list"",""confidence"":0.3875288963317871,""domain"":""IRIS""},{""intent"":""training.where_can_i_locate_my_e-learnings_in_dbs_learning_hub"",""confidence"":0.5628988742828369,""domain"":""HIRI""},{""intent"":""fcssaml.lcs_sg_advisory_licensing_status"",""confidence"":0.4860062599182129,""domain"":""LCS""},{""intent"":""cicd.easre_all_cicd_qry_onboarding_cicd_1_0"",""confidence"":0.41754722595214844,""domain"":""EASRE""},{""intent"":""microsoft_office_365.outlook_fix"",""confidence"":0.23873768746852875,""domain"":""IRIS""},{""intent"":""microsoft_office_365.outlook_recreate_profile"",""confidence"":0.13948053121566772,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption"",""confidence"":0.23350359499454498,""domain"":""GSMC""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_audit"",""confidence"":0.2027321308851242,""domain"":""GSMC""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.12908484041690826,""domain"":""EASRE""},{""intent"":""sreappcert.easre_all_sre_qry_information_appcert_1_0"",""confidence"":0.12676802277565002,""domain"":""EASRE""},{""intent"":""controlroom.lcs_all_pip_preclearance"",""confidence"":0.11876645684242249,""domain"":""LCS""},{""intent"":""people_hub.how_to_change_my_photo_in_people_hub"",""confidence"":0.09894011914730072,""domain"":""HIRI""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment"",""confidence"":0.1318090558052063,""domain"":""GSMC""},{""intent"":""compensation.how_to_view_my_compensation_eletter"",""confidence"":0.052766889333724976,""domain"":""HIRI""},{""intent"":""intellectualproperty.lcs_ip_patent_registration_eligibility"",""confidence"":0.04740050807595253,""domain"":""LCS""}]",iris,None,2021-01-14,True,None,None,None,None,None,None,None,None,None,None,None,general_enquiry.contact_list,0.3875288963317871,IRIS,training.where_can_i_locate_my_e-learnings_in_dbs_learning_hub,0.5628988742828369,HIRI,fcssaml.lcs_sg_advisory_licensing_status,0.4860062599182129,LCS,cicd.easre_all_cicd_qry_onboarding_cicd_1_0,EASRE,0.41754722595214844,IRIS,0.23873768746852875,microsoft_office_365.outlook_fix,0.13948053121566772,microsoft_office_365.outlook_recreate_profile,IRIS,0.23350359499454498,outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption,GSMC,0.2027321308851242,outsourcingriskmanagement.gorm_all_qry_ogrprofile_audit,GSMC,0.12908484041690826,bolt.easre_all_bolt_qry_informationonbolt_1_0,EASRE,0.12676802277565002,EASRE,sreappcert.easre_all_sre_qry_information_appcert_1_0,0.11876645684242249,LCS,controlroom.lcs_all_pip_preclearance,HIRI,people_hub.how_to_change_my_photo_in_people_hub,0.09894011914730072,outsourcingriskmanagement.gorm_all_qry_ogrprofile_materialassessment,0.1318090558052063,GSMC,compensation.how_to_view_my_compensation_eletter,0.052766889333724976,HIRI,intellectualproperty.lcs_ip_patent_registration_eligibility,0.04740050807595253,LCS,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.342611283,ac2a1f11-560c-11eb-b89f-7bb40353d3a5,2021-01-14 10:03:00,320749,ID disabled,access_management.account_revoked_or_disabled,Unknown,"[{""intent"":""network.firewall"",""confidence"":0.34261128306388855,""domain"":""IRIS""},{""intent"":""onboarding.onboarding"",""confidence"":0.520812451839447,""domain"":""HIRI""},{""intent"":""applications_systems.apply_account_or_access"",""confidence"":0.224825918674469,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_deliverables"",""confidence"":0.2147870808839798,""domain"":""GSMC""},{""intent"":""computer.hostname_disabled"",""confidence"":0.10324835032224655,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovider"",""confidence"":0.1650102734565735,""domain"":""GSMC""},{""intent"":""employee_referral_programme.one_name_each_guide"",""confidence"":0.13545538485050201,""domain"":""HIRI""},{""intent"":""ge.lcs_g&e_prohibited"",""confidence"":0.12834562361240387,""domain"":""LCS""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.1280936449766159,""domain"":""EASRE""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_escalation"",""confidence"":0.11129338294267654,""domain"":""GSMC""},{""intent"":""bolt.easre_all_checkstatus_qry_boltrequestraagentdeployment_1_0"",""confidence"":0.10397621989250183,""domain"":""EASRE""},{""intent"":""chaosengineering.easre_all_sre_qry_information_wreckoon_1_0"",""confidence"":0.10318680852651596,""domain"":""EASRE""},{""intent"":""ge.lcs_g&e_inscope"",""confidence"":0.0897371917963028,""domain"":""LCS""},{""intent"":""people_hub.how_to_update_national_id_or_government_id_in_people_hub"",""confidence"":0.07912666350603104,""domain"":""HIRI""},{""intent"":""ge.lcs_g&e_amount_limit"",""confidence"":0.07599445432424545,""domain"":""LCS""}]",iris,None,2021-01-14,False,None,None,None,None,None,None,None,None,None,None,None,network.firewall,0.34261128306388855,IRIS,onboarding.onboarding,0.520812451839447,HIRI,applications_systems.apply_account_or_access,0.224825918674469,IRIS,outsourcingriskmanagement.gorm_all_qry_sdm_deliverables,GSMC,0.2147870808839798,IRIS,0.10324835032224655,computer.hostname_disabled,0.1650102734565735,outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovider,GSMC,0.13545538485050201,employee_referral_programme.one_name_each_guide,HIRI,0.12834562361240387,ge.lcs_g&e_prohibited,LCS,0.1280936449766159,bolt.easre_all_bolt_qry_informationonbolt_1_0,EASRE,0.11129338294267654,GSMC,outsourcingriskmanagement.gorm_all_qry_sdm_escalation,0.10397621989250183,EASRE,bolt.easre_all_checkstatus_qry_boltrequestraagentdeployment_1_0,EASRE,chaosengineering.easre_all_sre_qry_information_wreckoon_1_0,0.10318680852651596,ge.lcs_g&e_inscope,0.0897371917963028,LCS,people_hub.how_to_update_national_id_or_government_id_in_people_hub,0.07912666350603104,HIRI,ge.lcs_g&e_amount_limit,0.07599445432424545,LCS,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.258717537,974ea890-5602-11eb-8cfb-a12b4c33f0a9,2021-01-14 08:51:00,320468,blackberry work app,mobility_suite.mobile_email,Unknown,"[{""intent"":""mobility_suite.skype_for_business_on_mobile_phone"",""confidence"":0.25871753692626953,""domain"":""IRIS""},{""intent"":""mobility_suite.mobile_email"",""confidence"":0.20146356523036957,""domain"":""IRIS""},{""intent"":""mobility_suite.blackberry_work_application_blocked"",""confidence"":0.1085558608174324,""domain"":""IRIS""},{""intent"":""onboarding.onboarding"",""confidence"":0.5704935789108276,""domain"":""HIRI""},{""intent"":""sreappcert.easre_all_sre_qry_information_appcert_1_0"",""confidence"":0.4064631760120392,""domain"":""EASRE""},{""intent"":""general_benefits.benefits"",""confidence"":0.23818548023700714,""domain"":""HIRI""},{""intent"":""cicd.easre_all_cicd_qry_vendordeployments_setup_1_0"",""confidence"":0.20798690617084503,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.09545843303203583,""domain"":""EASRE""},{""intent"":""medical.how_to_submit_medical_claim"",""confidence"":0.022077195346355438,""domain"":""HIRI""}]",iris,None,2021-01-14,True,None,None,None,None,None,None,None,None,None,None,None,mobility_suite.skype_for_business_on_mobile_phone,0.25871753692626953,IRIS,mobility_suite.mobile_email,0.20146356523036957,IRIS,mobility_suite.blackberry_work_application_blocked,0.1085558608174324,IRIS,onboarding.onboarding,HIRI,0.5704935789108276,EASRE,0.4064631760120392,sreappcert.easre_all_sre_qry_information_appcert_1_0,0.23818548023700714,general_benefits.benefits,HIRI,0.20798690617084503,cicd.easre_all_cicd_qry_vendordeployments_setup_1_0,EASRE,0.09545843303203583,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,EASRE,0.022077195346355438,medical.how_to_submit_medical_claim,HIRI,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.235713527,bb781550-5600-11eb-be9b-91e11947e645,2021-01-14 08:39:00,320437,noise disturbance with softphone,voice_services.office_phone_or_voice_related_issue,Unknown,"[{""intent"":""computer.software_center_install_error"",""confidence"":0.23571352660655975,""domain"":""IRIS""},{""intent"":""computer.java_error"",""confidence"":0.20366030931472778,""domain"":""IRIS""},{""intent"":""computer.cannot_access_link"",""confidence"":0.19560284912586212,""domain"":""IRIS""},{""intent"":""onboarding.onboarding"",""confidence"":0.2226911038160324,""domain"":""HIRI""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.15699255466461182,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.15227530896663666,""domain"":""EASRE""},{""intent"":""general_benefits.benefits"",""confidence"":0.14476822316646576,""domain"":""HIRI""},{""intent"":""fcssaml.lcs_sg_advisory_licensing_status"",""confidence"":0.11765817552804947,""domain"":""LCS""},{""intent"":""dpo.lcs_sg_dpo_dnc_marketing_guidelines"",""confidence"":0.0958300456404686,""domain"":""LCS""},{""intent"":""cicd.easre_all_cicd_qry_onboarding_cicd_1_0"",""confidence"":0.08157915621995926,""domain"":""EASRE""},{""intent"":""people_hub.how_to_check_my_joined_date_in_people_hub"",""confidence"":0.06810049712657928,""domain"":""HIRI""},{""intent"":""ge.lcs_g&e_offer_g&e"",""confidence"":0.06514440476894379,""domain"":""LCS""}]",iris,None,2021-01-14,True,None,None,None,None,None,None,None,None,None,None,None,computer.software_center_install_error,0.23571352660655975,IRIS,computer.java_error,0.20366030931472778,IRIS,computer.cannot_access_link,0.19560284912586212,IRIS,onboarding.onboarding,HIRI,0.2226911038160324,EASRE,0.15699255466461182,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.15227530896663666,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,EASRE,0.14476822316646576,general_benefits.benefits,HIRI,0.11765817552804947,fcssaml.lcs_sg_advisory_licensing_status,LCS,0.0958300456404686,dpo.lcs_sg_dpo_dnc_marketing_guidelines,LCS,0.08157915621995926,EASRE,cicd.easre_all_cicd_qry_onboarding_cicd_1_0,0.06810049712657928,HIRI,people_hub.how_to_check_my_joined_date_in_people_hub,LCS,ge.lcs_g&e_offer_g&e,0.06514440476894379,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.368193626,1f213310-56de-11eb-8cfb-a12b4c33f0a9,2021-01-15 11:02:00,322789,bit locker,computer.bitlocker_or_bios_password,Unknown,"[{""intent"":""change_management.change_management"",""confidence"":0.3681936264038086,""domain"":""IRIS""},{""intent"":""mobility_suite.skype_for_business_on_mobile_phone"",""confidence"":0.2639501988887787,""domain"":""IRIS""},{""intent"":""dpo.lcs_sg_dpo_dnc_marketing_guidelines"",""confidence"":0.1458892822265625,""domain"":""LCS""},{""intent"":""cbglegalrga.lcs_sg_general_enquiries_decision_tree"",""confidence"":0.1385611742734909,""domain"":""LCS""},{""intent"":""cbglegalrga.lcs_sg_types_of_games_included"",""confidence"":0.11873422563076019,""domain"":""LCS""},{""intent"":""incident_and_problem_management.contact_info_for_incident_management_team"",""confidence"":0.09054552763700485,""domain"":""IRIS""}]",iris,None,2021-01-15,True,None,None,None,None,None,None,None,None,None,None,None,change_management.change_management,0.3681936264038086,IRIS,mobility_suite.skype_for_business_on_mobile_phone,0.2639501988887787,IRIS,dpo.lcs_sg_dpo_dnc_marketing_guidelines,0.1458892822265625,LCS,cbglegalrga.lcs_sg_general_enquiries_decision_tree,LCS,0.1385611742734909,LCS,0.11873422563076019,cbglegalrga.lcs_sg_types_of_games_included,0.09054552763700485,incident_and_problem_management.contact_info_for_incident_management_team,IRIS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.236012995,f4a05270-56e1-11eb-b89f-7bb40353d3a5,2021-01-15 11:30:00,322878,Tried to log in to HI tried to access Huawei Fusionaccess but is prompted to key in Server name and server address - Https ?,computer.vdi,Unknown,"[{""intent"":""people_hub.how_to_print_hr_letters_in_people_hub"",""confidence"":0.2360129952430725,""domain"":""HIRI""},{""intent"":""mobility_suite.blackberry_work_troubleshooting"",""confidence"":0.20297060906887054,""domain"":""IRIS""},{""intent"":""computer.browser_hangs_not_responding"",""confidence"":0.19578826427459717,""domain"":""IRIS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogr_ki"",""confidence"":0.34365883469581604,""domain"":""GORM""},{""intent"":""computer.ie_based_app_general_troubleshoot"",""confidence"":0.1357460916042328,""domain"":""IRIS""},{""intent"":""standard_letter_request.can_i_request_dbs_to_generate_certificate_of_employment_for_me"",""confidence"":0.13379517197608948,""domain"":""HIRI""},{""intent"":""onboarding.letter_of_appointment"",""confidence"":0.12717656791210175,""domain"":""HIRI""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovideraddress"",""confidence"":0.24459894001483917,""domain"":""GORM""},{""intent"":""sanctions.lcs_sanctions_sanctions_screening_name"",""confidence"":0.2133437544107437,""domain"":""LCS""},{""intent"":""sanctions.lcs_sanctions_sanctions_screening_tool"",""confidence"":0.10911108553409576,""domain"":""LCS""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption"",""confidence"":0.10474887490272522,""domain"":""GORM""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.16880176961421967,""domain"":""EASRE""},{""intent"":""cbglegalrga.lcs_sg_ luckydraw_basic_info_in_t&cs"",""confidence"":0.09393857419490814,""domain"":""LCS""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.11053744703531265,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_sonarqube_faqs_1_0"",""confidence"":0.09892364591360092,""domain"":""EASRE""}]",iris,None,2021-01-15,True,None,None,None,None,None,None,None,None,None,None,None,people_hub.how_to_print_hr_letters_in_people_hub,0.2360129952430725,HIRI,mobility_suite.blackberry_work_troubleshooting,0.20297060906887054,IRIS,computer.browser_hangs_not_responding,0.19578826427459717,IRIS,outsourcingriskmanagement.gorm_all_qry_ogr_ki,GORM,0.34365883469581604,IRIS,0.1357460916042328,computer.ie_based_app_general_troubleshoot,0.13379517197608948,standard_letter_request.can_i_request_dbs_to_generate_certificate_of_employment_for_me,HIRI,0.12717656791210175,onboarding.letter_of_appointment,HIRI,0.24459894001483917,outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovideraddress,GORM,0.2133437544107437,sanctions.lcs_sanctions_sanctions_screening_name,LCS,0.10911108553409576,LCS,sanctions.lcs_sanctions_sanctions_screening_tool,0.10474887490272522,GORM,outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption,EASRE,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,0.16880176961421967,cbglegalrga.lcs_sg_ luckydraw_basic_info_in_t&cs,0.09393857419490814,LCS,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.11053744703531265,EASRE,cicd.easre_all_cicd_qry_sonarqube_faqs_1_0,0.09892364591360092,EASRE,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.194314405,f4a05270-56e1-11eb-b89f-7bb40353d3a5,2021-01-15 11:32:00,322887,"I am using my laptop. I try to access CICSH via Huawei FusionAccess. However, I am prompted to key in server name and server address starting with https.",computer.vdi,Unknown,"[{""intent"":""people_hub.how_to_print_hr_letters_in_people_hub"",""confidence"":0.1943144053220749,""domain"":""HIRI""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogr_ki"",""confidence"":0.30343690514564514,""domain"":""GORM""},{""intent"":""computer.usb_drive_faulty"",""confidence"":0.1319742649793625,""domain"":""IRIS""},{""intent"":""computer.workstation_login_issue"",""confidence"":0.1265021711587906,""domain"":""IRIS""},{""intent"":""offboarding.cannot_trigger_3_tasks_after_tendering_resignation"",""confidence"":0.12641216814517975,""domain"":""HIRI""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovideraddress"",""confidence"":0.2266308218240738,""domain"":""GORM""},{""intent"":""computer.laptop_has_no_sound"",""confidence"":0.07562623172998428,""domain"":""IRIS""},{""intent"":""payroll.when_do_i_get_my_form_16"",""confidence"":0.08308402448892593,""domain"":""HIRI""},{""intent"":""bolt.easre_all_checkstatus_qry_boltrequestraagentdeployment_1_0"",""confidence"":0.14689555764198303,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_onboarding_cicd_1_0"",""confidence"":0.1403810679912567,""domain"":""EASRE""},{""intent"":""outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption"",""confidence"":0.13557866215705872,""domain"":""GORM""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.11261695623397827,""domain"":""EASRE""},{""intent"":""ge.lcs_g&e_corporate_sponsorships_and_ffg"",""confidence"":0.0909208282828331,""domain"":""LCS""},{""intent"":""investigations.lcs_investigations_sex_for_credit_scam_reporting"",""confidence"":0.09085050970315933,""domain"":""LCS""},{""intent"":""controlroom.lcs_all_limitorders"",""confidence"":0.08622781187295914,""domain"":""LCS""}]",iris,None,2021-01-15,True,None,None,None,None,None,None,None,None,None,None,None,people_hub.how_to_print_hr_letters_in_people_hub,0.1943144053220749,HIRI,outsourcingriskmanagement.gorm_all_qry_ogr_ki,0.30343690514564514,GORM,computer.usb_drive_faulty,0.1319742649793625,IRIS,computer.workstation_login_issue,IRIS,0.1265021711587906,HIRI,0.12641216814517975,offboarding.cannot_trigger_3_tasks_after_tendering_resignation,0.2266308218240738,outsourcingriskmanagement.gorm_all_qry_ogrprofile_serviceprovideraddress,GORM,0.07562623172998428,computer.laptop_has_no_sound,IRIS,0.08308402448892593,payroll.when_do_i_get_my_form_16,HIRI,0.14689555764198303,bolt.easre_all_checkstatus_qry_boltrequestraagentdeployment_1_0,EASRE,0.1403810679912567,EASRE,cicd.easre_all_cicd_qry_onboarding_cicd_1_0,0.13557866215705872,GORM,outsourcingriskmanagement.gorm_all_qry_sdm_waiverexemption,EASRE,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.11261695623397827,ge.lcs_g&e_corporate_sponsorships_and_ffg,0.0909208282828331,LCS,investigations.lcs_investigations_sex_for_credit_scam_reporting,0.09085050970315933,LCS,controlroom.lcs_all_limitorders,0.08622781187295914,LCS,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.366634518,646e3b10-56e4-11eb-b455-2bdece2dcd11,2021-01-15 11:47:00,322941,client installation,computer.imac_software_installation,Unknown,"[{""intent"":""computer.imac_software_installation"",""confidence"":0.3666345179080963,""domain"":""IRIS""},{""intent"":""computer.software_center"",""confidence"":0.27120569348335266,""domain"":""IRIS""},{""intent"":""intellectualproperty.lcs_ip_intellectual_property_general_enquiry"",""confidence"":0.4990537762641907,""domain"":""LCS""},{""intent"":""computer.instalasi_non_standart_software"",""confidence"":0.24619027972221375,""domain"":""IRIS""},{""intent"":""itq_and_wetq.recognition_in_dbs"",""confidence"":0.40243151783943176,""domain"":""HIRI""},{""intent"":""training.how_do_i_know_what_programme_dbs_academy_offers"",""confidence"":0.22625988721847534,""domain"":""HIRI""},{""intent"":""applications_systems.tidak_dapat_memuat_java"",""confidence"":0.08838165551424026,""domain"":""IRIS""},{""intent"":""microsoft_office_365.initial_setup_of_onedrive_client"",""confidence"":0.08477184921503067,""domain"":""IRIS""},{""intent"":""applications_systems.tidak_dapat_membuka_file_7zip"",""confidence"":0.08476938307285309,""domain"":""IRIS""},{""intent"":""bolt.easre_all_bolt_qry_informationonbolt_1_0"",""confidence"":0.14818386733531952,""domain"":""EASRE""},{""intent"":""onboarding.onboarding"",""confidence"":0.13027136027812958,""domain"":""HIRI""},{""intent"":""cicd.easre_all_cicd_qry_raagent_setup_1_0"",""confidence"":0.11679106950759888,""domain"":""EASRE""},{""intent"":""cicd.easre_all_cicd_qry_ra_deployment_issues_1_0"",""confidence"":0.10595144331455231,""domain"":""EASRE""},{""intent"":""ge.lcs_g&e_inscope"",""confidence"":0.05791963264346123,""domain"":""LCS""},{""intent"":""cbglegalrga.lcs_sg_ inform_spf"",""confidence"":0.04457554221153259,""domain"":""LCS""}]",iris,None,2021-01-15,True,None,None,None,None,None,None,None,None,None,None,None,computer.imac_software_installation,0.3666345179080963,IRIS,computer.software_center,0.27120569348335266,IRIS,intellectualproperty.lcs_ip_intellectual_property_general_enquiry,0.4990537762641907,LCS,computer.instalasi_non_standart_software,IRIS,0.24619027972221375,HIRI,0.40243151783943176,itq_and_wetq.recognition_in_dbs,0.22625988721847534,training.how_do_i_know_what_programme_dbs_academy_offers,HIRI,0.08838165551424026,applications_systems.tidak_dapat_memuat_java,IRIS,0.08477184921503067,microsoft_office_365.initial_setup_of_onedrive_client,IRIS,0.08476938307285309,applications_systems.tidak_dapat_membuka_file_7zip,IRIS,0.14818386733531952,EASRE,bolt.easre_all_bolt_qry_informationonbolt_1_0,0.13027136027812958,HIRI,onboarding.onboarding,EASRE,cicd.easre_all_cicd_qry_raagent_setup_1_0,0.11679106950759888,cicd.easre_all_cicd_qry_ra_deployment_issues_1_0,0.10595144331455231,EASRE,ge.lcs_g&e_inscope,0.05791963264346123,LCS,cbglegalrga.lcs_sg_ inform_spf,0.04457554221153259,LCS,None,None,None,None,None,None,None,None,None
Click to Edit,IRIS,TEAMS,0.351996958,91167210-56ec-11eb-8cfb-a12b4c33f0a9,2021-01-15 13:16:00,323173,UEN client password,mobility_suite.installing_uem_client,Unknown,"[{""intent"":""mobility_suite.blackberry_work_access_key_generation"",""confidence"":0.3519969582557678,""domain"":""IRIS""},{""intent"":""onboarding.new_hire_1bank_password"",""confidence"":0.979440450668335,""domain"":""HIRI""},{""intent"":""mobility_suite.installing_uem_client"",""confidence"":0.17265033721923828,""domain"":""IRIS""},{""intent"":""investigations.lcs_investigations_speak_up_how_to_report"",""confidence"":0.42269477248191833,""domain"":""LCS""},{""intent"":""microsoft_office_365.setting_and_removing_a_password_on_archive_folder"",""confidence"":0.0756167396903038,""domain"":""IRIS""},{""intent"":""fcssaml.lcs_sg_advisory_group_cdd_standard"",""confidence"":0.22986654937267303,""domain"":""LCS""},{""intent"":""sanctions.lcs_sanctions_sanctions_contact_escalation"",""confidence"":0.045802727341651917,""domain"":""LCS""},{""intent"":""iprivileges.what_are_the_preferential_interest_rates_for_employees"",""confidence"":0.006089054048061371,""domain"":""HIRI""},{""intent"":""medical.how_do_i_claim_for_group_dread_disease"",""confidence"":0.0032764370553195477,""domain"":""HIRI""}]",iris,None,2021-01-15,True,None,None,None,None,None,None,None,None,None,None,None,mobility_suite.blackberry_work_access_key_generation,0.3519969582557678,IRIS,onboarding.new_hire_1bank_password,0.979440450668335,HIRI,mobility_suite.installing_uem_client,0.17265033721923828,IRIS,investigations.lcs_investigations_speak_up_how_to_report,LCS,0.42269477248191833,IRIS,0.0756167396903038,microsoft_office_365.setting_and_removing_a_password_on_archive_folder,0.22986654937267303,fcssaml.lcs_sg_advisory_group_cdd_standard,LCS,0.045802727341651917,sanctions.lcs_sanctions_sanctions_contact_escalation,LCS,0.006089054048061371,iprivileges.what_are_the_preferential_interest_rates_for_employees,HIRI,0.0032764370553195477,medical.how_do_i_claim_for_group_dread_disease,HIRI,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
