,utterance,pred_idx,pred_values
1974,ask hr,150,leave.leave_guidelines
1975,unpaid infant leave,150,leave.leave_guidelines
1976,completed learning status still show progress,150,leave.leave_guidelines
1977,range reward banding target,150,leave.leave_guidelines
1978,reset voicemail phone,150,leave.leave_guidelines
1979,hr direct line,150,leave.leave_guidelines
1980,return laptop upon resignation,150,leave.leave_guidelines
1981,tender,150,leave.leave_guidelines
1982,buy db stock,150,leave.leave_guidelines
1983,tax report ir56b,150,leave.leave_guidelines
1984,need access recruiting hub,150,leave.leave_guidelines
1985,distribution,150,leave.leave_guidelines
1986,distribution list,150,leave.leave_guidelines
1987,ntu staff union benefit,150,leave.leave_guidelines
1988,apply cisco weber host,150,leave.leave_guidelines
1989,share purchase so,150,leave.leave_guidelines
1990,nonstop help,150,leave.leave_guidelines
1991,vm horizon client connection,150,leave.leave_guidelines
1992,fd enquiry,150,leave.leave_guidelines
1993,brought forward leaf encased,150,leave.leave_guidelines
1994,staff promo,150,leave.leave_guidelines
1995,sabbatical work,150,leave.leave_guidelines
1996,return laptop,150,leave.leave_guidelines
1997,check payroll,150,leave.leave_guidelines
1998,apply long term pas,150,leave.leave_guidelines
1999,renew dependent pas,150,leave.leave_guidelines
2000,payslip personal laptop,150,leave.leave_guidelines
2001,hi first day db setup notebook work home,150,leave.leave_guidelines
2002,notice period resignation,150,leave.leave_guidelines
2003,corp handphone,150,leave.leave_guidelines
2004,bos,150,leave.leave_guidelines
2005,dinner,150,leave.leave_guidelines
2006,update picture,150,leave.leave_guidelines
2007,boarding,150,leave.leave_guidelines
2008,display name,150,leave.leave_guidelines
2009,new 3gaoskyc powkaliao system,150,leave.leave_guidelines
2010,endash brought forward leave,150,leave.leave_guidelines
2011,half day start,150,leave.leave_guidelines
2012,supplementary credit card,150,leave.leave_guidelines
2013,supplementary credit card,150,leave.leave_guidelines
2014,change display name,150,leave.leave_guidelines
2015,festive early pay,150,leave.leave_guidelines
2016,sick leave,150,leave.leave_guidelines
2017,festive early release,150,leave.leave_guidelines
2018,festive early release,150,leave.leave_guidelines
2019,people hub block leave,150,leave.leave_guidelines
2020,apply block leave people hub,150,leave.leave_guidelines
2021,flex guideline,150,leave.leave_guidelines
2022,improve skill,150,leave.leave_guidelines
2023,stop share,150,leave.leave_guidelines
2024,view certificate via people hub,150,leave.leave_guidelines
2025,stop share,150,leave.leave_guidelines
2026,application,150,leave.leave_guidelines
2027,app,150,leave.leave_guidelines
2028,login people hub,150,leave.leave_guidelines
2029,cant access people hub,150,leave.leave_guidelines
2030,condolence wreath budget,150,leave.leave_guidelines
2031,wreath budget,150,leave.leave_guidelines
2032,wet rule,150,leave.leave_guidelines
2033,confirmation probation,150,leave.leave_guidelines
2034,staff mortgage loan detail,150,leave.leave_guidelines
2035,time morning leave,150,leave.leave_guidelines
2036,morning leave application,150,leave.leave_guidelines
2037,share plan,150,leave.leave_guidelines
2038,apply credit card,150,leave.leave_guidelines
2039,associate lieu,150,leave.leave_guidelines
2040,bonus quantum rank,150,leave.leave_guidelines
2041,share balance,150,leave.leave_guidelines
2042,2019 payslip,150,leave.leave_guidelines
2043,db share price,150,leave.leave_guidelines
2044,march salary,150,leave.leave_guidelines
2045,bonus information,150,leave.leave_guidelines
2046,view share available share,150,leave.leave_guidelines
2047,share available share,150,leave.leave_guidelines
2048,advance pay,150,leave.leave_guidelines
2049,car allowance staff,150,leave.leave_guidelines
2050,db staff car loan,150,leave.leave_guidelines
2051,share enroll,150,leave.leave_guidelines
2052,site name saga,150,leave.leave_guidelines
2053,db learning hub mobile,150,leave.leave_guidelines
2054,payslip information,150,leave.leave_guidelines
2055,apply pm annual leave,150,leave.leave_guidelines
2056,credit card late payment waiver,150,leave.leave_guidelines
2057,team access denied,150,leave.leave_guidelines
2058,staff resign,150,leave.leave_guidelines
2059,assign floor access card,150,leave.leave_guidelines
2060,chinese new year holiday,150,leave.leave_guidelines
2061,apply maternity leave people hub,150,leave.leave_guidelines
2062,want ensure maternity leave carry forward independent 5 al carry forward bank policy,150,leave.leave_guidelines
2063,mobile setup,150,leave.leave_guidelines
2064,access denied recruiting hub,150,leave.leave_guidelines
2065,able access,150,leave.leave_guidelines
2066,get company stamp,150,leave.leave_guidelines
2067,return pd review,150,leave.leave_guidelines
2068,staff performance review clicked submit button,150,leave.leave_guidelines
2069,hi find reempoyment policy,150,leave.leave_guidelines
2070,unable view pd review,150,leave.leave_guidelines
2071,eve ph full half day leave,150,leave.leave_guidelines
2072,employment policy,150,leave.leave_guidelines
2073,pd year end review,150,leave.leave_guidelines
2074,endash lieu,150,leave.leave_guidelines
2075,performance talent management,150,leave.leave_guidelines
2076,staff career progression,150,leave.leave_guidelines
2077,hr staff promotion,150,leave.leave_guidelines
2078,find policy dayinlieu public holiday,150,leave.leave_guidelines
2079,apply offinlieu holiday fall saturday,150,leave.leave_guidelines
2080,like,150,leave.leave_guidelines
2081,refer friend,150,leave.leave_guidelines
2082,sort application,150,leave.leave_guidelines
2083,apply db home loan,150,leave.leave_guidelines
2084,automate workflow process,150,leave.leave_guidelines
2085,public holiday february,150,leave.leave_guidelines
2086,da reminder,150,leave.leave_guidelines
2087,disciplinary action,150,leave.leave_guidelines
2088,disciplinary action process,150,leave.leave_guidelines
2089,disciplinary,150,leave.leave_guidelines
2090,reservist,150,leave.leave_guidelines
2091,14 feb holiday,150,leave.leave_guidelines
2092,dash share,150,leave.leave_guidelines
2093,view payslip,150,leave.leave_guidelines
2094,received past dividend,150,leave.leave_guidelines
2095,would like know getting dividend declared db share,150,leave.leave_guidelines
2096,one stop employee,150,leave.leave_guidelines
2097,remove staff,150,leave.leave_guidelines
2098,many hour half day leave,150,leave.leave_guidelines
2099,get pf balance,150,leave.leave_guidelines
2100,stock trading,150,leave.leave_guidelines
2101,apply car park bfc tower3,150,leave.leave_guidelines
2102,submit claim,150,leave.leave_guidelines
2103,db facility department,150,leave.leave_guidelines
2104,facility,150,leave.leave_guidelines
2105,300,150,leave.leave_guidelines
2106,enroll share,150,leave.leave_guidelines
2107,reinstate id access optimize,150,leave.leave_guidelines
2108,reinstate id access,150,leave.leave_guidelines
2109,cash encampment,150,leave.leave_guidelines
2110,reinstate id access,150,leave.leave_guidelines
2111,sick leave unused,150,leave.leave_guidelines
2112,security issue,150,leave.leave_guidelines
2113,issue db learning hub,150,leave.leave_guidelines
2114,db academy assistance,150,leave.leave_guidelines
2115,assistance saga,150,leave.leave_guidelines
2116,db learning hub help,150,leave.leave_guidelines
2117,get feedback worker,150,leave.leave_guidelines
2118,ask ser wei haha im sure qr gift one lol,150,leave.leave_guidelines
2119,display name change,150,leave.leave_guidelines
2120,handle ida benchmark fullback,150,leave.leave_guidelines
2121,benchmark protocol,150,leave.leave_guidelines
2122,2021 goal,150,leave.leave_guidelines
2123,cannot use db six digit top,150,leave.leave_guidelines
2124,2020 v,150,leave.leave_guidelines
2125,annual leave entitlement excluding carryover,150,leave.leave_guidelines
2126,letter,150,leave.leave_guidelines
2127,last year carryover leave,150,leave.leave_guidelines
2128,seminar 29 january,150,leave.leave_guidelines
2129,bonus paid year,150,leave.leave_guidelines
2130,laptop button,150,leave.leave_guidelines
2131,cannot find app,150,leave.leave_guidelines
2132,find monthly pay slip,150,leave.leave_guidelines
2133,investment proof,150,leave.leave_guidelines
2134,return machine,150,leave.leave_guidelines
2135,reporting manager,150,leave.leave_guidelines
2136,dont get acknowledge selection,150,leave.leave_guidelines
2137,reject performance review,150,leave.leave_guidelines
2138,acknowledge pdr,150,leave.leave_guidelines
2139,take sick leave medical checked,150,leave.leave_guidelines
2140,apply car park,150,leave.leave_guidelines
2141,access shared directory,150,leave.leave_guidelines
2142,unable retrieve shared mail box,150,leave.leave_guidelines
2143,getting feb pay,150,leave.leave_guidelines
2144,staff pas access hour,150,leave.leave_guidelines
2145,job function,150,leave.leave_guidelines
2146,e converge,150,leave.leave_guidelines
2147,get payslip,150,leave.leave_guidelines
2148,pay corporate card,150,leave.leave_guidelines
2149,corporate card payment,150,leave.leave_guidelines
2150,query dependent pas dp,150,leave.leave_guidelines
2151,daily movement record,150,leave.leave_guidelines
2152,chinese new year early pay,150,leave.leave_guidelines
2153,early retirement db,150,leave.leave_guidelines
2154,hr question,150,leave.leave_guidelines
2155,different rating,150,leave.leave_guidelines
2156,db course,150,leave.leave_guidelines
2157,official working hour,150,leave.leave_guidelines
2158,20210222 000000,150,leave.leave_guidelines
2159,share,150,leave.leave_guidelines
2160,acknowledge year end review,150,leave.leave_guidelines
2161,manager acknowledged,150,leave.leave_guidelines
2162,submitted pd yearend review,150,leave.leave_guidelines
2163,general hr email,150,leave.leave_guidelines
2164,lm access request,150,leave.leave_guidelines
2165,db people hub link,150,leave.leave_guidelines
2166,able send daily today issue,150,leave.leave_guidelines
2167,hr reference letter,150,leave.leave_guidelines
2168,db learning hub support contact,150,leave.leave_guidelines
2169,national service leave block leave,150,leave.leave_guidelines
2170,contact asked,150,leave.leave_guidelines
2171,may check able upload anytime feedback,150,leave.leave_guidelines
2172,find email long ago,150,leave.leave_guidelines
2173,vpn hotline number,150,leave.leave_guidelines
2174,market placiemarketplace,150,leave.leave_guidelines
2175,hi hi good morning oabot,150,leave.leave_guidelines
2176,list system,150,leave.leave_guidelines
2177,access eos,150,leave.leave_guidelines
2178,shift allowance,150,leave.leave_guidelines
2179,access glad certification,150,leave.leave_guidelines
2180,previous leave,150,leave.leave_guidelines
2181,bonus eligibility,150,leave.leave_guidelines
2182,professional membership claim,150,leave.leave_guidelines
2183,hr payment team,150,leave.leave_guidelines
2184,deemed covered person,150,leave.leave_guidelines
2185,adp global portal,150,leave.leave_guidelines
2186,need payslip,150,leave.leave_guidelines
2187,access pd year end review,150,leave.leave_guidelines
2188,13 month bonus,150,leave.leave_guidelines
2189,any pay day,150,leave.leave_guidelines
2190,download db employment reference letter,150,leave.leave_guidelines
2191,db employment reference letter,150,leave.leave_guidelines
2192,rating,150,leave.leave_guidelines
2193,check pay,150,leave.leave_guidelines
2194,bicycle parking,150,leave.leave_guidelines
2195,carryforward leave,150,leave.leave_guidelines
2196,retrieve employment contract,150,leave.leave_guidelines
2197,db one name,150,leave.leave_guidelines
2198,find hr stuff,150,leave.leave_guidelines
2199,applying maternity leave,150,leave.leave_guidelines
2200,early pay any 2021,150,leave.leave_guidelines
2201,update reporting manager,150,leave.leave_guidelines
2202,early pay any,150,leave.leave_guidelines
2203,prolonged medical leave,150,leave.leave_guidelines
2204,prolong medical leave,150,leave.leave_guidelines
2205,link peoplehub,150,leave.leave_guidelines
2206,book spark studio,150,leave.leave_guidelines
2207,unable download payslip,150,leave.leave_guidelines
2208,pdr rating 2,150,leave.leave_guidelines
2209,able access httpsconfluencesgpdbscom8443dcifcnfl,150,leave.leave_guidelines
2210,claim mc,150,leave.leave_guidelines
2211,transfer outlook email one account another,150,leave.leave_guidelines
2212,submit resignation letter edit effective date,150,leave.leave_guidelines
2213,get doa approval detail,150,leave.leave_guidelines
2214,facility,150,leave.leave_guidelines
2215,cannot activate staff corporate card,150,leave.leave_guidelines
2216,application form staff corporate card,150,leave.leave_guidelines
2217,reactivated staff corporate card,150,leave.leave_guidelines
2218,machine setuphow book room,150,leave.leave_guidelines
2219,claim training expense,150,leave.leave_guidelines
2220,office365 support,150,leave.leave_guidelines
2221,invested,150,leave.leave_guidelines
2222,opt db share program,150,leave.leave_guidelines
2223,many day leave carried forward,150,leave.leave_guidelines
2224,new hire survey,150,leave.leave_guidelines
2225,tell benefit,150,leave.leave_guidelines
2226,apply half day medical leave,150,leave.leave_guidelines
2227,eve chinese new year,150,leave.leave_guidelines
2228,any early,150,leave.leave_guidelines
2229,offer contract,150,leave.leave_guidelines
2230,request new softphone,150,leave.leave_guidelines
2231,apply corporate card,150,leave.leave_guidelines
2232,acknowledge pd,150,leave.leave_guidelines
2233,logged onetap still pin continue,150,leave.leave_guidelines
2234,child,150,leave.leave_guidelines
2235,ot allowance claim,150,leave.leave_guidelines
2236,cannot get share,150,leave.leave_guidelines
2237,endash annual leave,150,leave.leave_guidelines
2238,endash lead,150,leave.leave_guidelines
2239,view team comp letter,150,leave.leave_guidelines
2240,hr hotline,150,leave.leave_guidelines
2241,submit claim,150,leave.leave_guidelines
2242,upload mc,150,leave.leave_guidelines
2243,db hr training team,150,leave.leave_guidelines
2244,balance annual leave,150,leave.leave_guidelines
2245,chinese new year eve early release,150,leave.leave_guidelines
2246,internal dispatch,150,leave.leave_guidelines
2247,leave carry,150,leave.leave_guidelines
2248,singapore,150,leave.leave_guidelines
2249,sec 80c declaration request,150,leave.leave_guidelines
2250,bonus payout,150,leave.leave_guidelines
2251,rating mean,150,leave.leave_guidelines
2252,different rating,150,leave.leave_guidelines
2253,80c declaration,150,leave.leave_guidelines
2254,salary early release 2021,150,leave.leave_guidelines
2255,performance payout,150,leave.leave_guidelines
2256,pm half day leave start time,150,leave.leave_guidelines
2257,pm half day leave timing,150,leave.leave_guidelines
2258,chinese new year greeting,150,leave.leave_guidelines
2259,check reno loan status,150,leave.leave_guidelines
2260,staff claim,150,leave.leave_guidelines
2261,union member,150,leave.leave_guidelines
2262,take half day birth time,150,leave.leave_guidelines
2263,api market,150,leave.leave_guidelines
2264,role new hire,150,leave.leave_guidelines
2265,find policy anti money laundering,150,leave.leave_guidelines
2266,manager toolkit,150,leave.leave_guidelines
2267,student loan,150,leave.leave_guidelines
2268,digi market,150,leave.leave_guidelines
2269,floral arrangement,150,leave.leave_guidelines
2270,view payslip,150,leave.leave_guidelines
2271,compassionate leave guideline,150,leave.leave_guidelines
2272,access academy learning,150,leave.leave_guidelines
2273,able access saga cloud,150,leave.leave_guidelines
2274,check payslip,150,leave.leave_guidelines
2275,employee referral fee,150,leave.leave_guidelines
2276,bank holiday,150,leave.leave_guidelines
2277,dah2 finance,150,leave.leave_guidelines
2278,finance department contact number,150,leave.leave_guidelines
2279,seeker get bonus,150,leave.leave_guidelines
2280,basil room,150,leave.leave_guidelines
2281,da,150,leave.leave_guidelines
2282,contract staff benefit,150,leave.leave_guidelines
2283,lunch time allowance,150,leave.leave_guidelines
2284,hk idd,150,leave.leave_guidelines
2285,hr contact,150,leave.leave_guidelines
2286,hr contact,150,leave.leave_guidelines
2287,enhanced childcare leave,150,leave.leave_guidelines
2288,enhance childcare leave,150,leave.leave_guidelines
2289,enhanced childcare leave guideline,150,leave.leave_guidelines
2290,carry forward family leave,150,leave.leave_guidelines
2291,performance development rating,150,leave.leave_guidelines
2292,injured work,150,leave.leave_guidelines
2293,family childcare leave,150,leave.leave_guidelines
2294,share benefit,150,leave.leave_guidelines
2295,gift doa,150,leave.leave_guidelines
2296,gift limit,150,leave.leave_guidelines
2297,certify payslip,150,leave.leave_guidelines
2298,view payslip,150,leave.leave_guidelines
2299,early pay chinese new year,150,leave.leave_guidelines
2300,resignation encampment leave,150,leave.leave_guidelines
2301,db 2fa application,150,leave.leave_guidelines
2302,change manager reflecting outlook,150,leave.leave_guidelines
2303,team compensation letter,150,leave.leave_guidelines
2304,dispute pay slip,150,leave.leave_guidelines
2305,performance development,150,leave.leave_guidelines
2306,join share,150,leave.leave_guidelines
2307,cut date utilize carry forward leave 2020,150,leave.leave_guidelines
2308,ask hr,150,leave.leave_guidelines
2309,early pay any released,150,leave.leave_guidelines
2310,any early pay,150,leave.leave_guidelines
2311,any detail,150,leave.leave_guidelines
2312,cut share payment,150,leave.leave_guidelines
2313,eligibility share,150,leave.leave_guidelines
2314,share sign,150,leave.leave_guidelines
2315,tell pip,150,leave.leave_guidelines
2316,unable log,150,leave.leave_guidelines
2317,retrieve payslip,150,leave.leave_guidelines
2318,go see early history,150,leave.leave_guidelines
2319,generate payslip via access,150,leave.leave_guidelines
2320,water spilled onto laptop,150,leave.leave_guidelines
2321,unable log,150,leave.leave_guidelines
2322,reserve new note online need input card pin,150,leave.leave_guidelines
2323,branch service allowance,150,leave.leave_guidelines
2324,staff house loan,150,leave.leave_guidelines
2325,payroll team organization structure,150,leave.leave_guidelines
2326,compensation module,150,leave.leave_guidelines
2327,required complete pd year end review,150,leave.leave_guidelines
2328,any 2021,150,leave.leave_guidelines
2329,find payslip,150,leave.leave_guidelines
2330,staff home loan repayment,150,leave.leave_guidelines
2331,hr circular,150,leave.leave_guidelines
2332,oracle db support,150,leave.leave_guidelines
2333,find pay slip,150,leave.leave_guidelines
2334,asked,150,leave.leave_guidelines
2335,view compensation statement,150,leave.leave_guidelines
2336,ep stop,150,leave.leave_guidelines
2337,referral fee,150,leave.leave_guidelines
2338,talk payslip,150,leave.leave_guidelines
2339,update ph dependent,150,leave.leave_guidelines
2340,print payslip,150,leave.leave_guidelines
2341,start,150,leave.leave_guidelines
2342,template branch service allowance,150,leave.leave_guidelines
2343,apply half day lava,150,leave.leave_guidelines
2344,pd yearend review,150,leave.leave_guidelines
2345,update home contact peoplehub,150,leave.leave_guidelines
2346,brought forward leave,150,leave.leave_guidelines
2347,bonus paid year,150,leave.leave_guidelines
2348,early mandate chinese new year,150,leave.leave_guidelines
2349,shark fin,150,leave.leave_guidelines
2350,enroll share,150,leave.leave_guidelines
2351,discretionary bonus,150,leave.leave_guidelines
2352,staff bonus,150,leave.leave_guidelines
2353,chinese new year early pay 2021,150,leave.leave_guidelines
2354,report someone violating social medium,150,leave.leave_guidelines
2355,many behaviour linked decisive pride value,150,leave.leave_guidelines
2356,chinese new year 2021 public holiday,150,leave.leave_guidelines
2357,carry forward childcare leave,150,leave.leave_guidelines
2358,log alliance messaging hub,150,leave.leave_guidelines
2359,meeting number people,150,leave.leave_guidelines
2360,bookmark manager,150,leave.leave_guidelines
2361,bankwide compulsory training new joined,150,leave.leave_guidelines
2362,mandatory learning,150,leave.leave_guidelines
2363,mandatory learning,150,leave.leave_guidelines
2364,new bank employee must finish bankwide mandatory training,150,leave.leave_guidelines
2365,staff join mandatory learning need complete,150,leave.leave_guidelines
2366,many leave carry forward,150,leave.leave_guidelines
2367,long compassionate leave,150,leave.leave_guidelines
2368,buzz hr,150,leave.leave_guidelines
2369,cash holding,150,leave.leave_guidelines
2370,pride ki,150,leave.leave_guidelines
2371,new staff pas,150,leave.leave_guidelines
2372,contract mobile,150,leave.leave_guidelines
2373,treasure client room,150,leave.leave_guidelines
2374,plan coverage,150,leave.leave_guidelines
2375,ir8e,150,leave.leave_guidelines
2376,maternity leave include weekend networking day ph,150,leave.leave_guidelines
2377,register central library,150,leave.leave_guidelines
2378,delegate leave approved,150,leave.leave_guidelines
2379,chinese new year holiday,150,leave.leave_guidelines
2380,learning hub mobile,150,leave.leave_guidelines
2381,new note atm,150,leave.leave_guidelines
2382,3 month probation,150,leave.leave_guidelines
2383,long probation period,150,leave.leave_guidelines
2384,still clear offinlieu,150,leave.leave_guidelines
2385,hi would like check offinlieu 14 nov 2020 clear offinlieu yet still clear day,150,leave.leave_guidelines
2386,see payslip,150,leave.leave_guidelines
2387,change share monthly contribution,150,leave.leave_guidelines
2388,2021 share contribution change contribution amount,150,leave.leave_guidelines
2389,carried forward leaf,150,leave.leave_guidelines
2390,apply pm annual leave,150,leave.leave_guidelines
2391,good morning bot cancel leave approved,150,leave.leave_guidelines
2392,benefit,150,leave.leave_guidelines
2393,payroll line item,150,leave.leave_guidelines
2394,whats new hr circular,150,leave.leave_guidelines
2395,hi view payslip,150,leave.leave_guidelines
2396,checking payslip,150,leave.leave_guidelines
2397,hr update,150,leave.leave_guidelines
2398,would like copy 2019 compensation letter,150,leave.leave_guidelines
2399,payslip link,150,leave.leave_guidelines
2400,hi abbot start testing,150,leave.leave_guidelines
2401,log mobile application issue,150,leave.leave_guidelines
2402,db apps,150,leave.leave_guidelines
2403,date joining,150,leave.leave_guidelines
2404,unable log db,150,leave.leave_guidelines
2405,asked,150,leave.leave_guidelines
2406,staff privilege,150,leave.leave_guidelines
2407,change community chest amount,150,leave.leave_guidelines
2408,attachment dependent,150,leave.leave_guidelines
2409,get hr letter db lettered,150,leave.leave_guidelines
2410,check payslip,150,leave.leave_guidelines
2411,salary range analyst,150,leave.leave_guidelines
2412,see payslip,150,leave.leave_guidelines
2413,hr announcement,150,leave.leave_guidelines
2414,download payslip,150,leave.leave_guidelines
2415,brokerage,150,leave.leave_guidelines
2416,staff credit card receive,150,leave.leave_guidelines
2417,staff card non receive,150,leave.leave_guidelines
2418,early repay staff loan,150,leave.leave_guidelines
2419,hire date,150,leave.leave_guidelines
2420,joining date,150,leave.leave_guidelines
2421,single package,150,leave.leave_guidelines
2422,investment proof,150,leave.leave_guidelines
2423,pt test,150,leave.leave_guidelines
2424,upcoming ph,150,leave.leave_guidelines
2425,upcoming public holiday,150,leave.leave_guidelines
2426,dividend share,150,leave.leave_guidelines
2427,carry forward leave,150,leave.leave_guidelines
2428,holiday 2021,150,leave.leave_guidelines
2429,list ph 2021,150,leave.leave_guidelines
2430,2021 public holiday,150,leave.leave_guidelines
2431,market operate,150,leave.leave_guidelines
2432,market operated,150,leave.leave_guidelines
2433,cannot take block leave year,150,leave.leave_guidelines
2434,view contribution amount,150,leave.leave_guidelines
2435,receive staff pas,150,leave.leave_guidelines
2436,schedule start style meeting,150,leave.leave_guidelines
2437,get copy letter appointment,150,leave.leave_guidelines
2438,health check complimentary,150,leave.leave_guidelines
2439,health screening complimentary,150,leave.leave_guidelines
2440,health checked,150,leave.leave_guidelines
2441,health check,150,leave.leave_guidelines
2442,cancel staff car loan,150,leave.leave_guidelines
2443,take block leave,150,leave.leave_guidelines
2444,holiday lieu,150,leave.leave_guidelines
2445,maternity paternity leave include weekend networking day ph,150,leave.leave_guidelines
2446,apply mortgage loan,150,leave.leave_guidelines
2447,difference pay leave v sabbatical leave,150,leave.leave_guidelines
2448,tomorrow half day,150,leave.leave_guidelines
2449,today half day,150,leave.leave_guidelines
2450,list public holiday,150,leave.leave_guidelines
2451,car allowance vp,150,leave.leave_guidelines
2452,early release,150,leave.leave_guidelines
2453,match share,150,leave.leave_guidelines
2454,faulty facility equipment,150,leave.leave_guidelines
2455,new hire,150,leave.leave_guidelines
2456,flex,150,leave.leave_guidelines
2457,eve any,150,leave.leave_guidelines
2458,split maturity leave,150,leave.leave_guidelines
2459,change ordo contribution rate,150,leave.leave_guidelines
2460,change mp ordo,150,leave.leave_guidelines
2461,timeline ongoing review,150,leave.leave_guidelines
2462,2021 or timeline,150,leave.leave_guidelines
2463,pay day,150,leave.leave_guidelines
2464,submit pride,150,leave.leave_guidelines
2465,health checked appointment,150,leave.leave_guidelines
2466,monthly income,150,leave.leave_guidelines
2467,mp voluntary contribution,150,leave.leave_guidelines
2468,weekend day lieu ph considered part block leave,150,leave.leave_guidelines
2469,weekend day lieu ph considered part block leave,150,leave.leave_guidelines
2470,ofcrmin server repository india,150,leave.leave_guidelines
2471,weekend day lieu ph considered part block leave period,150,leave.leave_guidelines
2472,claim gym membership,150,leave.leave_guidelines
2473,join share,150,leave.leave_guidelines
2474,weekend considered part block leave period,150,leave.leave_guidelines
2475,want start taking maternity leave,150,leave.leave_guidelines
2476,im starting maternity leave next week,150,leave.leave_guidelines
2477,employment ordinance,150,leave.leave_guidelines
2478,new hire onboard,150,leave.leave_guidelines
2479,submit ot allowance,150,leave.leave_guidelines
2480,fid delegation right,150,leave.leave_guidelines
2481,carry forward leave,150,leave.leave_guidelines
2482,connect dbsvpn,150,leave.leave_guidelines
2483,login tale,150,leave.leave_guidelines
2484,determine last service day,150,leave.leave_guidelines
2485,team leave calendar,150,leave.leave_guidelines
2486,hr rm,150,leave.leave_guidelines
2487,implementation date bor protocol,150,leave.leave_guidelines
2488,fn bottom working,150,leave.leave_guidelines
2489,share offer window period,150,leave.leave_guidelines
2490,change share contribution,150,leave.leave_guidelines
2491,add user user group,150,leave.leave_guidelines
2492,contact rejected tax declaration,150,leave.leave_guidelines
2493,pd,150,leave.leave_guidelines
2494,atm router upgrade 10106130246 1010613126 1010613318 10106133146 10106129148 1010612865 1010613258 10106129197,150,leave.leave_guidelines
2495,1bank account right access,150,leave.leave_guidelines
2496,check salary,150,leave.leave_guidelines
2497,many share hold,150,leave.leave_guidelines
2498,maternity mc count sick leave,150,leave.leave_guidelines
2499,12 pride behaviour rating,150,leave.leave_guidelines
2500,check pdr completion status,150,leave.leave_guidelines
2501,pd yearend review,150,leave.leave_guidelines
2502,victor tan,150,leave.leave_guidelines
2503,really provision,150,leave.leave_guidelines
2504,change region reg3 reg1,150,leave.leave_guidelines
2505,working hour friday,150,leave.leave_guidelines
2506,uma policy,150,leave.leave_guidelines
2507,cm get copy a receipt,150,leave.leave_guidelines
2508,duplicate a receipt,150,leave.leave_guidelines
2509,check card cv,150,leave.leave_guidelines
2510,question regarding compensation 2021,150,leave.leave_guidelines
2511,cannot join team,150,leave.leave_guidelines
2512,360 feedback,150,leave.leave_guidelines
2513,sketch ipa,150,leave.leave_guidelines
2514,ida benchmark fullback protocol,150,leave.leave_guidelines
2515,facility booking,150,leave.leave_guidelines
2516,get pf detail,150,leave.leave_guidelines
2517,oabot feedback,150,leave.leave_guidelines
2518,oversight credit card payment approach water late charge,150,leave.leave_guidelines
2519,trigger window update,150,leave.leave_guidelines
2520,laptop storage,150,leave.leave_guidelines
2521,share leave spouse,150,leave.leave_guidelines
2522,release laptop storage,150,leave.leave_guidelines
2523,maritime claim overtime,150,leave.leave_guidelines
2524,platform,150,leave.leave_guidelines
2525,platform,150,leave.leave_guidelines
2526,get,150,leave.leave_guidelines
2527,non bank,150,leave.leave_guidelines
2528,interest rate staff car loan,150,leave.leave_guidelines
2529,add additional harddisk space laptop,150,leave.leave_guidelines
2530,take block leave,150,leave.leave_guidelines
2531,hr,150,leave.leave_guidelines
2532,keep share vested matching share bank dividend,150,leave.leave_guidelines
2533,branch circular,150,leave.leave_guidelines
2534,offset annual leave notice period,150,leave.leave_guidelines
2535,looking letter appointment,150,leave.leave_guidelines
2536,sorry ignore plz,150,leave.leave_guidelines
2537,team unable open url android phone,150,leave.leave_guidelines
2538,,150,leave.leave_guidelines
2539,hi team,150,leave.leave_guidelines
2540,policy staff resignation,150,leave.leave_guidelines
2541,leading hub,150,leave.leave_guidelines
2542,upcoming birthday see team date birth,150,leave.leave_guidelines
2543,find staff birthday intranet,150,leave.leave_guidelines
2544,n deterrent letter,150,leave.leave_guidelines
2545,external organization meeting,150,leave.leave_guidelines
2546,send meeting invite toe external party via team,150,leave.leave_guidelines
2547,latest payslip,150,leave.leave_guidelines
2548,n achievement award,150,leave.leave_guidelines
2549,exiting employee checklist,150,leave.leave_guidelines
2550,leave lieu chinese new year holiday already included balance leave count,150,leave.leave_guidelines
2551,salary date,150,leave.leave_guidelines
2552,bring leave,150,leave.leave_guidelines
2553,performance rating,150,leave.leave_guidelines
2554,name change,150,leave.leave_guidelines
2555,share,150,leave.leave_guidelines
2556,rank db,150,leave.leave_guidelines
2557,telephone bill submission,150,leave.leave_guidelines
2558,want latest payslip,150,leave.leave_guidelines
2559,many carry forward leaf,150,leave.leave_guidelines
2560,claim telephone bill internet bill expense,150,leave.leave_guidelines
2561,may know portal report phone line faulty,150,leave.leave_guidelines
2562,hr related query,150,leave.leave_guidelines
2563,early pay any,150,leave.leave_guidelines
2564,salary ceiling senior officer,150,leave.leave_guidelines
2565,db skill future,150,leave.leave_guidelines
2566,salary payment,150,leave.leave_guidelines
2567,skill future,150,leave.leave_guidelines
2568,performance grading,150,leave.leave_guidelines
2569,submit overtime hour,150,leave.leave_guidelines
2570,carry forward leaf,150,leave.leave_guidelines
2571,contact person investment declaration,150,leave.leave_guidelines
2572,whats db file,150,leave.leave_guidelines
2573,whats file,150,leave.leave_guidelines
2574,laptop key working fix,150,leave.leave_guidelines
2575,branch transfer,150,leave.leave_guidelines
2576,branch lan admin,150,leave.leave_guidelines
2577,still cant load chat selling,150,leave.leave_guidelines
